,movie_id,year,rating,running_time,country,age_limit,genre,director,netflix,wavve,tving,disney,watcha,coupang,naver
0,2,2017,91.11,121,한국,청소년관람불가,액션,강윤성,0,0,0,0,0,1,0
1,4,2015,0.0,103,미국,15세이상관람가,액션,나딤 사우마,0,0,1,0,1,0,1
2,5,2017,0.0,97,미국,15세이상관람가,없음,알렉스 스미스,0,1,1,0,1,0,0
3,6,2017,0.0,84,미국,청소년관람불가,액션,하미드 토라브푸르,0,1,1,0,1,0,1
4,7,2016,60.0,90,독일,15세이상관람가,스릴러,마이클 로젤,0,1,1,0,1,0,1
5,8,2016,0.0,88,미국,15세이상관람가,공포(호러),자레드 콘,0,1,1,0,0,0,1
6,13,2017,0.0,75,일본,청소년관람불가,스릴러,조조 히데오,0,1,1,0,1,0,0
7,14,2017,0.0,76,한국,청소년관람불가,스릴러,이상훈,0,1,0,0,0,0,0
8,15,2015,0.0,85,영국,15세이상관람가,드라마,스테파니 조알랜드,0,1,1,0,0,0,1
9,18,2016,40.0,118,인도네시아,청소년관람불가,드라마,키모 스탐보엘,1,0,0,0,0,0,0
10,19,2015,0.0,110,캐나다,청소년관람불가,액션,앨런 웅거,1,0,0,0,0,0,0
11,21,2017,93.27,95,영국,폴란드,15세이상관람가,도로타 코비엘라,0,0,1,0,0,0,0
12,22,2014,50.0,112,미국,15세이상관람가,스릴러,브래드 앤더슨,0,0,0,0,0,0,0
13,23,2017,58.73,114,일본,12세이상관람가,드라마,나루시마 이즈루,0,0,1,0,0,0,0
14,24,2017,60.89,125,한국,15세이상관람가,드라마,정지우,0,0,1,0,0,1,0
15,25,2017,0.0,75,한국,12세이상관람가,드라마,장호준,0,1,0,0,0,0,0
16,26,2017,0.0,86,스페인,전체관람가,어드벤처(모험),줄리오 소토 거피드,0,0,0,0,0,0,0
17,27,2016,42.86,113,한국,15세이상관람가,드라마,손태겸,0,0,0,0,0,0,1
18,28,2016,0.0,67,한국,12세이상관람가,애니메이션,조종덕,0,0,0,0,1,0,0
19,29,2013,0.0,88,캐나다,청소년관람불가,코미디,K. 킹,0,1,1,0,0,0,1
20,37,2017,88.89,100,한국,12세이상관람가,드라마,김대환,0,1,1,0,0,0,0
21,38,2017,0.0,111,한국,12세이상관람가,드라마,진광교,0,0,1,0,0,0,1
22,39,2016,100.0,133,한국,15세이상관람가,드라마,신연식,0,1,0,0,0,0,0
23,41,2017,43.9,82,한국,15세이상관람가,드라마,방은진,0,0,1,0,1,1,0
24,42,2015,0.0,84,미국,15세이상관람가,액션,크리스토퍼 레이,0,1,0,0,0,0,0
25,43,2016,0.0,85,미국,15세이상관람가,공포(호러),글렌 밀러,0,0,0,0,0,0,0
26,44,2016,0.0,103,캐나다,15세이상관람가,드라마,조지 멘델룩,0,1,0,0,1,0,1
27,45,2015,0.0,92,미국,15세이상관람가,액션,이안 카슨,0,0,1,0,0,0,0
28,46,2017,0.0,89,프랑스,15세이상관람가,스릴러,에릭 섬머,0,1,1,0,1,0,0
29,48,2017,0.0,90,미국,전체관람가,드라마,짐 위노스키,0,0,0,0,0,0,0
30,49,2014,0.0,81,페루,청소년관람불가,공포(호러),프랭크 페레즈-가랜드,0,0,0,0,1,0,0
31,50,2016,18.75,122,이탈리아,12세이상관람가,드라마,쥬세페 토르나토레,0,0,1,0,1,0,0
32,51,2018,40.92,111,미국,15세이상관람가,액션,스티븐 S. 드나이트,0,1,0,0,0,0,1
33,52,2015,15.97,91,한국,15세이상관람가,스릴러,곽경택,1,1,1,0,1,1,0
34,53,2017,77.97,121,미국,청소년관람불가,드라마,대런 아로노프스키,0,0,1,0,0,0,0
35,54,2017,0.0,110,미국,쿠바,12세이상관람가,루시 워커,0,0,1,0,0,0,0
36,55,2017,93.53,101,미국,12세이상관람가,드라마,마크 웹,0,1,1,0,0,0,1
37,56,2015,0.0,84,한국,12세이상관람가,멜로/로맨스,임왕태,0,0,1,0,0,0,0
38,57,2017,61.29,83,한국,15세이상관람가,드라마,임태규,0,1,0,0,0,0,0
39,58,2017,42.86,91,한국,캐나다,중국,캘런 브런커,0,0,0,0,0,0,0
40,59,2017,82.39,96,미국,15세이상관람가,스릴러,크리스토퍼 B. 랜던,0,1,0,0,0,0,0
41,60,2017,44.58,103,일본,전체관람가,어드벤처(모험),요네바야시 히로마사,0,0,0,0,0,0,0
42,61,2017,0.0,90,일본,15세이상관람가,판타지,츠루마키 카즈야,0,0,0,0,0,0,0
43,62,2017,73.58,92,미국,15세이상관람가,스릴러,트레이 에드워드 슐츠,0,0,0,0,1,0,0
44,63,2016,0.0,76,이스라엘,15세이상관람가,액션,탈 골드버그,0,1,1,0,1,0,1
45,65,2017,74.66,131,한국,12세이상관람가,멜로/로맨스,이장훈,1,1,1,0,1,1,1
46,66,2017,100.0,84,한국,전체관람가,다큐멘터리,김동원,0,0,0,0,0,0,0
47,67,2017,0.0,90,캐나다,15세이상관람가,액션,모로 보렐리,0,1,1,0,1,0,0
48,68,2015,0.0,95,미국,15세이상관람가,액션,A. 토드 스미스,0,1,0,0,1,0,0
49,69,2015,0.0,97,미국,15세이상관람가,공포(호러),코린 하디,0,0,0,0,0,0,0
50,70,2014,0.0,89,미국,15세이상관람가,액션,데이빗 호건,0,0,0,0,0,0,0
51,71,2015,0.0,84,미국,15세이상관람가,공포(호러),짐 위노스키,0,0,0,0,0,0,0
52,73,2016,80.0,114,브라질,15세이상관람가,드라마,휴고 프라타,0,1,1,0,1,0,1
53,74,2016,0.0,92,캐나다,15세이상관람가,드라마,필립 로드리게즈,0,0,1,0,0,0,0
54,75,2016,87.05,110,일본,12세이상관람가,멜로/로맨스,미키 타카히로,1,1,1,0,1,0,1
55,76,2016,0.0,84,중국,15세이상관람가,코미디,삼도,0,0,0,0,0,0,0
56,81,2016,0.0,98,미국,15세이상관람가,스릴러,아벨 뱅,0,0,0,0,0,0,0
57,82,2017,87.88,127,일본,12세이상관람가,드라마,오기가미 나오코,0,1,1,0,1,0,0
58,84,2015,0.0,75,노르웨이,전체관람가,코미디,라스무스 A. 실버르센,0,1,0,0,1,0,0
59,85,2017,42.11,89,미국,15세이상관람가,드라마,마크 웹,1,0,0,0,0,0,0
60,86,2016,0.0,103,중국,15세이상관람가,코미디,메이 천,0,0,1,0,0,0,0
61,87,2017,48.98,118,미국,청소년관람불가,드라마,드레이크 도리머스,1,0,0,0,0,0,0
62,89,2016,0.0,99,미국,청소년관람불가,액션,우베 볼,0,1,0,0,1,0,1
63,91,2017,0.0,75,한국,청소년관람불가,드라마,안금성,0,0,0,0,0,0,0
64,93,2016,0.0,107,캐나다,15세이상관람가,액션,스티븐 C. 밀러,0,0,0,0,0,0,0
65,96,2016,0.0,97,스페인,15세이상관람가,액션,하이메 팔레로,0,0,0,0,0,0,1
66,100,2015,0.0,102,영국,12세이상관람가,드라마,트리스탄 로레인,0,0,0,0,0,0,0
67,101,2016,80.0,123,일본,전체관람가,드라마,요시다 야스히로,0,0,0,0,1,0,0
68,102,2017,0.0,64,미국,전체관람가,가족,제이미 미첼,0,1,0,0,0,0,0
69,103,2017,47.62,101,미국,전체관람가,코미디,찰리 빈,1,0,0,0,0,1,0
70,104,2017,0.0,103,한국,전체관람가,드라마,김성호,0,0,0,0,1,0,0
71,105,2017,0.0,7,한국,전체관람가,드라마,박상균,0,0,0,0,1,0,0
72,109,2017,0.0,18,한국,12세이상관람가,드라마,배채윤,0,0,0,0,1,0,0
73,111,2017,16.67,16,한국,15세이상관람가,드라마,최지원,0,0,0,0,1,0,0
74,115,2017,0.0,15,한국,청소년관람불가,드라마,헬레나 로렌티아,0,0,0,0,1,0,0
75,120,2017,0.0,32,한국,15세이상관람가,스릴러,방형석,0,0,0,0,1,0,0
76,121,2017,0.0,19,한국,12세이상관람가,드라마,문준하,0,0,0,0,1,0,0
77,126,2015,0.0,23,한국,12세이상관람가,드라마,윤형철,0,0,0,0,1,0,0
78,130,2017,0.0,12,한국,12세이상관람가,드라마,고훈,0,0,0,0,1,0,0
79,135,2017,50.0,112,미국,12세이상관람가,드라마,스티븐 프리어즈,0,1,0,0,0,0,1
80,136,2017,91.46,119,한국,12세이상관람가,드라마,김현석,0,1,1,0,1,0,0
81,137,2017,73.25,110,한국,12세이상관람가,멜로/로맨스,이석근,1,1,1,0,1,1,1
82,139,2016,70.0,123,독일,15세이상관람가,드라마,크리스찬 슈뵈초브,0,1,1,0,1,0,0
83,140,2017,0.0,120,중국,15세이상관람가,드라마,루양,0,1,1,0,1,0,0
84,141,2016,0.0,90,일본,전체관람가,애니메이션,우시로 신지,0,0,0,0,0,0,0
85,144,2017,0.0,19,한국,전체관람가,드라마,황슬기,0,0,0,0,0,0,0
86,145,2017,89.62,139,한국,15세이상관람가,드라마,황동혁,0,0,1,0,1,1,1
87,146,2016,0.0,105,한국,청소년관람불가,드라마,손현우,0,0,0,0,1,0,0
88,147,2017,61.54,109,한국,15세이상관람가,스릴러,장항준,1,0,0,0,0,1,0
89,149,2016,0.0,101,미국,캐나다,15세이상관람가,스티븐 세인버그,0,0,0,0,0,0,1
90,151,2017,0.0,126,일본,12세이상관람가,멜로/로맨스,후카가와 요시히로,0,0,1,0,0,0,0
91,152,2017,0.0,104,일본,12세이상관람가,멜로/로맨스,후카가와 요시히로,0,0,1,0,0,0,0
92,153,2015,42.86,107,일본,12세이상관람가,드라마,이마이즈미 리키야,0,0,0,0,0,0,0
93,154,2015,0.0,97,홍콩,12세이상관람가,드라마,베니 라우,0,0,1,0,1,0,1
94,160,2016,0.0,101,스페인,15세이상관람가,스릴러,이나키 도론소로,0,1,0,0,1,0,0
95,162,2016,0.0,95,중국,12세이상관람가,코미디,추헌,0,1,1,0,1,0,1
96,164,2017,72.22,107,일본,12세이상관람가,어드벤처(모험),이시즈카 아츠코,0,0,0,0,1,0,0
97,166,2020,48.11,100,한국,15세이상관람가,액션,최재훈,1,1,1,0,0,1,0
98,167,2017,10.0,98,한국,12세이상관람가,코미디,김성욱,0,0,0,0,1,0,0
99,168,2017,62.87,141,미국,영국,청소년관람불가,매튜 본,0,0,0,1,0,0,0
100,169,2016,96.67,92,미국,프랑스,전체관람가,로저 로스 윌리엄스,0,1,1,0,1,0,0
101,170,2016,86.67,119,미국,15세이상관람가,드라마,마이크 밀스,0,0,0,0,0,0,0
102,171,2016,81.82,103,한국,15세이상관람가,드라마,남연우,0,0,0,0,0,0,0
103,172,2017,89.47,85,한국,12세이상관람가,다큐멘터리,이승문,0,0,1,0,1,0,0
104,173,2016,90.91,95,한국,전체관람가,다큐멘터리,문창용,0,0,0,0,0,0,0
105,179,2017,88.89,85,한국,전체관람가,다큐멘터리,진모영,0,0,1,0,1,0,0
106,180,2017,30.77,104,한국,12세이상관람가,드라마,윤재호,0,1,1,0,1,0,1
107,181,2017,25.81,115,한국,12세이상관람가,드라마,이원태,0,0,0,0,0,0,0
108,183,2017,66.67,105,네덜란드,12세이상관람가,어드벤처(모험),데니스 보츠,0,0,1,0,0,0,0
109,184,2017,43.48,112,미국,15세이상관람가,액션,마이클 쿠에스타,0,1,1,0,0,0,0
110,194,2016,44.44,111,미국,캐나다,12세이상관람가,마크 윌리엄스,0,1,1,0,0,0,0
111,198,2017,33.33,114,한국,12세이상관람가,드라마,조영준,0,1,1,0,1,0,0
112,199,2017,0.0,107,한국,미정,다큐멘터리,허철녕,0,0,0,0,0,0,0
113,202,2017,100.0,87,한국,12세이상관람가,다큐멘터리,박배일,0,1,0,0,0,0,0
114,203,2017,78.72,100,미국,15세이상관람가,드라마,마이클 알메레이다,0,0,1,0,0,0,0
115,204,2017,80.0,108,중국,15세이상관람가,액션,양뢰,0,1,1,0,1,0,0
116,205,2015,0.0,91,미국,15세이상관람가,스릴러,제임스 콘델릭,0,0,0,0,0,0,0
117,206,2017,37.57,102,한국,12세이상관람가,코미디,장유정,0,0,1,0,1,1,0
118,207,2017,39.58,116,한국,12세이상관람가,2017.10.25공개,신수원,0,0,0,0,0,0,0
119,211,2016,0.0,94,영국,15세이상관람가,액션,사이먼 웨스트,0,0,1,0,1,0,0
120,212,2013,0.0,79,미국,12세이상관람가,액션,릭 로젠탈,0,0,0,0,1,0,0
121,214,2014,0.0,99,미국,청소년관람불가,드라마,존 클레인,0,0,0,0,0,0,0
122,215,2016,0.0,99,프랑스,15세이상관람가,드라마,나단 엠브로시오니,0,1,1,0,1,0,0
123,216,2015,0.0,108,네덜란드,15세이상관람가,드라마,니콜 반 킬스돈크,0,1,0,0,0,0,0
124,217,2015,5.56,102,한국,15세이상관람가,액션,김홍선,0,0,1,0,1,1,1
125,218,2018,23.0,97,한국,12세이상관람가,드라마,조원희,0,0,0,0,0,1,0
126,220,2018,60.58,115,한국,15세이상관람가,범죄,박누리,1,1,1,0,1,1,1
127,221,2017,100.0,15,한국,미정,드라마,김나경,0,0,0,0,1,0,0
128,222,2016,0.0,28,한국,미정,다큐멘터리,양주희,0,0,0,0,0,0,0
129,223,2016,0.0,28,한국,12세이상관람가,드라마,김혜진,0,0,0,0,0,0,0
130,224,2017,0.0,29,한국,15세이상관람가,드라마,박선주,0,0,0,0,0,0,0
131,225,2017,74.29,107,한국,15세이상관람가,코미디,고봉수,0,0,0,0,0,0,0
132,226,2017,0.0,93,한국,12세이상관람가,다큐멘터리,박문칠,0,1,1,0,0,0,0
133,227,2017,0.0,61,한국,전체관람가,다큐멘터리,김희철,0,1,1,0,0,0,0
134,228,2017,0.0,31,한국,미정,드라마,채의석,0,0,0,0,0,0,0
135,229,2016,0.0,39,한국,15세이상관람가,드라마,김용삼,0,0,0,0,0,0,0
136,230,2016,0.0,27,한국,12세이상관람가,드라마,배경헌,0,0,0,0,0,0,0
137,231,2016,7.69,113,한국,청소년관람불가,드라마,이승원,0,0,1,0,1,0,0
138,233,2017,37.5,119,일본,전체관람가,드라마,세타 나츠키,0,0,0,0,1,0,0
139,234,2017,87.14,102,미국,12세이상관람가,드라마,마이크 화이트,0,0,1,0,0,0,0
140,235,2017,89.94,71,한국,15세이상관람가,드라마,문소리,0,1,1,0,1,0,1
141,236,2017,40.54,94,미국,15세이상관람가,액션,루이스 프리에토,0,0,0,0,0,0,0
142,237,2017,94.57,130,태국,15세이상관람가,스릴러,나타우트 푼프리야,1,0,0,0,1,0,0
143,241,2017,32.27,139,한국,청소년관람불가,드라마,우민호,1,0,0,0,0,0,0
144,242,2017,57.92,112,한국,청소년관람불가,드라마,이환,1,1,1,0,1,0,1
145,244,2016,95.28,93,미국,전체관람가,다큐멘터리,맷 슈레이더,0,0,1,0,0,0,0
146,246,2017,39.87,117,한국,15세이상관람가,범죄,장창원,0,0,1,0,1,1,0
147,247,2017,83.75,108,한국,15세이상관람가,드라마,이동은,0,1,1,0,1,0,1
148,249,2015,52.94,75,한국,12세이상관람가,코미디,김진태,0,0,0,0,0,0,0
149,251,2017,52.25,110,한국,15세이상관람가,스릴러,김홍선,1,1,0,0,0,0,0
150,254,2017,84.44,19,한국,15세이상관람가,드라마,정가영,0,0,0,0,1,0,0
151,255,2016,14.89,91,한국,청소년관람불가,액션,이안규,1,0,0,0,1,0,0
152,257,2017,75.0,80,한국,12세이상관람가,다큐멘터리,김소영,0,0,0,0,0,0,0
153,259,2017,35.16,92,미국,청소년관람불가,스릴러,피터 스피어리그,1,1,1,0,0,0,1
154,260,2017,85.86,139,한국,15세이상관람가,드라마,양우석,1,1,0,0,0,0,0
155,268,2019,0.0,100,이탈리아,미정,코미디,시모네 고다노,0,0,0,0,0,0,0
156,269,2016,0.0,23,한국,미정,다큐멘터리,정이수,0,0,0,0,0,0,0
157,272,2017,0.0,80,한국,전체관람가,애니메이션,이달,0,0,0,0,0,0,0
158,273,2016,85.11,66,프랑스,스위스,전체관람가,클로드 바라스,0,1,0,0,1,0,0
159,274,2016,95.29,113,미국,전체관람가,가족,론 클레멘츠,0,0,0,1,0,0,0
160,275,2017,0.0,91,러시아,전체관람가,어드벤처(모험),블라디미르 토로프킨,0,0,0,0,0,0,0
161,276,2017,78.87,90,미국,전체관람가,코미디,카일 발다,0,1,0,0,0,0,0
162,278,2017,0.0,57,영국,전체관람가,어드벤처(모험),다라 오코넬,0,1,1,0,1,0,0
163,286,2017,69.23,48,한국,전체관람가,애니메이션,안재훈,0,0,0,0,1,0,0
164,287,2012,92.23,117,일본,전체관람가,드라마,호소다 마모루,0,1,0,0,1,1,0
165,288,2016,90.0,80,일본,프랑스,벨기에,마이클 두독 드 비트,0,1,0,0,0,0,1
166,289,2015,0.0,100,일본,청소년관람불가,액션,안도 히로아키,0,0,0,0,0,0,0
167,301,2016,0.0,75,미국,미정,코미디,빌 플림턴,0,0,0,0,0,0,0
168,302,2017,0.0,64,폴란드,노르웨이,기타,안네 망누센,0,0,0,0,0,0,0
169,303,2016,87.5,130,일본,12세이상관람가,애니메이션,카타부치 스나오,0,0,0,0,1,0,1
170,304,2017,28.36,90,일본,15세이상관람가,멜로/로맨스,신보 아키유키,0,1,0,0,1,0,1
171,305,2017,0.0,93,일본,12세이상관람가,애니메이션,쿄다 토모키,0,1,0,0,1,0,0
172,306,2016,0.0,89,한국,청소년관람불가,스릴러,조성규,0,1,1,0,0,0,0
173,309,2017,100.0,83,프랑스,전체관람가,애니메이션,벤자민 레너,0,1,0,0,0,0,0
174,320,2016,0.0,97,프랑스,청소년관람불가,드라마,올리비에 뒤카스텔 자크 마르티노,0,0,0,0,0,0,0
175,321,2015,60.0,106,프랑스,청소년관람불가,드라마,카트린 코르시니,0,1,1,0,1,0,1
176,324,2014,0.0,128,프랑스,15세이상관람가,드라마,로빈 캉필로,0,0,0,0,0,0,0
177,325,2013,75.76,97,프랑스,미정,드라마,알랭 기로디,0,0,0,0,0,0,0
178,326,2016,66.67,101,프랑스,청소년관람불가,드라마,알랭 기로디,0,0,0,0,0,0,0
179,329,2017,0.0,84,영국,미정,드라마,없음,0,0,0,0,0,0,0
180,336,2017,50.0,98,미국,청소년관람불가,드라마,엘리자 히트맨,0,0,0,0,0,0,0
181,337,2016,0.0,92,태국,기타,스웨덴,요니 폰 발스트룀,0,0,0,0,0,0,0
182,338,2017,0.0,88,독일,프랑스,남아프리카공화국,존 트렝고브,0,0,0,0,0,0,0
183,341,2017,0.0,92,독일,청소년관람불가,없음,트리스탄 페를란트 밀레브스키,0,0,0,0,0,0,0
184,342,2017,81.48,135,프랑스,청소년관람불가,드라마,로빈 캉필로,0,0,0,0,1,0,0
185,345,2017,0.0,76,한국,청소년관람불가,드라마,강우,0,1,1,0,1,0,1
186,346,2017,0.0,110,한국,15세이상관람가,멜로/로맨스,이원영,0,1,1,0,1,0,1
187,348,2016,75.0,89,캐나다,아일랜드,12세이상관람가,제라르 배릿,0,1,1,0,1,0,1
188,349,2017,75.0,112,일본,12세이상관람가,드라마,카네시게 아츠시,0,0,1,0,0,0,1
189,350,2017,63.16,80,프랑스,벨기에,청소년관람불가,해리 클레븐,0,1,1,0,0,0,0
190,351,2014,100.0,91,미국,전체관람가,다큐멘터리,존 브루노,0,1,1,0,0,0,0
191,352,2017,16.13,119,미국,영국,스웨덴,토마스 알프레드슨,0,1,1,0,0,0,1
192,353,2017,73.58,100,한국,15세이상관람가,다큐멘터리,최진성,1,0,0,0,0,0,0
193,356,2018,60.75,112,한국,12세이상관람가,코미디,이민재,1,1,1,0,0,1,0
194,371,2016,0.0,103,미국,청소년관람불가,액션,알렉산다르 이비치크,0,1,0,0,1,0,0
195,375,2017,0.0,90,중국,15세이상관람가,스릴러,메이 천,0,0,1,0,0,0,0
196,380,2015,0.0,101,미국,12세이상관람가,드라마,존 스웨트남,0,0,0,0,0,0,0
197,381,2016,0.0,79,스페인,청소년관람불가,공포(호러),빅토르 마텔라노,0,0,0,0,1,0,0
198,382,2016,0.0,119,미국,12세이상관람가,미스터리,토마스 젤렌,0,0,1,0,1,0,1
199,383,2017,91.18,91,캐나다,12세이상관람가,다큐멘터리,아드리안 부이텐후이스,0,0,0,0,1,0,1
200,384,2015,50.0,112,영국,15세이상관람가,코미디,캐서린 하드윅,0,0,0,0,0,0,0
201,388,2017,41.15,109,미국,12세이상관람가,액션,딘 데블린,1,0,0,0,0,0,0
202,389,2016,0.0,117,프랑스,12세이상관람가,2017.09.21공개,위고 젤랭,0,1,1,0,0,0,0
203,390,2017,0.0,80,호주,15세이상관람가,드라마,제럴드 라시오나토,0,1,1,0,1,0,1
204,391,2017,67.86,121,일본,전체관람가,드라마,카와이 하야토,0,1,1,0,0,0,1
205,392,2016,72.89,141,미국,12세이상관람가,드라마,제임스 그레이,0,0,0,0,0,0,0
206,393,2016,93.55,106,스페인,15세이상관람가,스릴러,오리올 파울로,1,1,1,0,1,0,1
207,394,2016,92.86,106,스페인,15세이상관람가,드라마,페르난도 레온 데 아라노아,0,0,0,0,0,0,0
208,395,2016,21.05,91,캐나다,청소년관람불가,드라마,에이프릴 뮬렌,0,0,0,0,1,0,0
209,396,2016,45.45,90,미국,미정,다큐멘터리,존 구옌,0,0,0,0,1,0,0
210,398,2017,86.21,79,미국,터키,전체관람가,제다 토룬,0,0,0,0,0,0,0
211,409,2017,0.0,30,한국,15세이상관람가,드라마,최초아,0,0,0,0,0,0,0
212,410,2017,90.91,25,한국,미정,드라마,곽은미,0,0,0,0,0,0,0
213,412,2017,81.45,148,한국,청소년관람불가,드라마,이창동,1,1,1,0,1,1,1
214,413,2017,37.98,120,미국,12세이상관람가,액션,잭 스나이더,1,0,0,0,0,1,0
215,414,2016,50.0,94,미국,영국,캐나다,베네딕트 앤드류스,0,0,1,0,1,0,0
216,417,2017,83.33,110,한국,12세이상관람가,가족,정희재,0,0,0,0,0,0,0
217,418,2016,0.0,88,한국,미정,드라마,민병훈,0,0,0,0,0,0,0
218,427,2017,48.48,107,한국,15세이상관람가,드라마,이광국,0,0,1,0,1,1,1
219,431,2016,0.0,107,한국,12세이상관람가,코미디,오멸,0,0,0,0,0,0,0
220,434,2016,0.0,108,중국,15세이상관람가,스릴러,마용린,0,0,0,0,0,0,0
221,435,2017,55.0,132,한국,12세이상관람가,드라마,이강현,0,0,0,0,0,0,0
222,436,2017,89.39,163,미국,영국,캐나다,드니 빌뇌브,0,0,0,0,1,1,0
223,440,2019,62.5,101,한국,전체관람가,드라마,이인의,0,1,1,0,1,0,0
224,443,2017,91.97,102,한국,15세이상관람가,드라마,전고운,1,1,0,0,1,0,0
225,444,2012,0.0,74,브라질,청소년관람불가,드라마,루이즈 볼로네지,0,0,0,0,1,0,0
226,448,2017,74.0,85,한국,15세이상관람가,코미디,정가영,0,0,0,0,0,0,0
227,450,2017,86.34,104,미국,12세이상관람가,드라마,마이클 그레이시,0,0,0,1,0,0,0
228,456,2017,0.0,80,한국,청소년관람불가,멜로/로맨스,노진수,0,0,0,0,0,0,0
229,459,2017,95.33,130,미국,12세이상관람가,액션,타이카 와이티티,0,0,0,1,0,0,0
230,460,2014,0.0,95,미국,영국,12세이상관람가,크리스티앙 랄슨,0,0,0,0,0,0,0
231,463,2016,0.0,133,미국,전체관람가,음악,토드 하이메스,0,0,0,0,0,0,0
232,465,2015,0.0,82,미국,청소년관람불가,드라마,팀 맥칸,0,0,0,0,1,0,0
233,470,2016,0.0,88,프랑스,이탈리아,벨기에,르노 페리,0,0,0,0,1,0,0
234,472,2016,80.0,109,한국,12세이상관람가,다큐멘터리,한영희,0,1,1,0,0,0,0
235,480,2017,90.94,113,한국,15세이상관람가,가족,김의석,0,0,1,0,1,1,1
236,489,2017,80.0,104,미국,12세이상관람가,드라마,코고나다,0,0,1,0,1,0,1
237,490,2017,87.5,78,한국,전체관람가,가족,마민지,0,0,0,0,0,0,0
238,493,2016,91.45,115,캐나다,아일랜드,12세이상관람가,에이슬링 월쉬,1,0,0,0,1,0,0
239,494,2017,0.0,97,한국,12세이상관람가,다큐멘터리,백승우,0,0,0,0,0,0,0
240,495,2017,82.38,109,한국,12세이상관람가,다큐멘터리,이창재,0,0,1,0,1,0,0
241,496,2017,93.33,85,한국,12세이상관람가,다큐멘터리,김재환,0,1,1,0,0,0,0
242,497,2016,87.91,106,프랑스,벨기에,12세이상관람가,뤽 다르덴,0,0,0,0,0,0,0
243,501,2017,81.36,126,미국,영국,체코,니키 카로,0,0,0,0,0,0,0
244,503,2017,25.0,88,일본,전체관람가,액션,모토나가 케이타로,0,1,1,0,1,0,0
245,512,2017,0.0,74,한국,청소년관람불가,멜로/로맨스,박선재,0,0,0,0,0,0,0
246,516,2016,84.93,70,한국,12세이상관람가,드라마,김종관,0,1,1,0,1,0,0
247,517,2016,62.85,118,한국,15세이상관람가,스릴러,원신연,1,1,1,0,1,1,0
248,520,2017,58.82,109,한국,15세이상관람가,드라마,김양희,0,0,0,0,0,0,0
249,521,2015,0.0,94,카자흐스탄,15세이상관람가,액션,아칸 사타예브,0,1,1,0,0,0,1
250,523,2017,0.0,91,영국,15세이상관람가,액션,필립 토드,0,1,1,0,1,0,0
251,524,2017,0.0,100,미국,15세이상관람가,액션,안토니 스미스,0,1,1,0,1,0,1
252,525,2016,0.0,90,미국,15세이상관람가,드라마,데니스 호,0,1,1,0,1,0,1
253,528,2016,0.0,84,덴마크,전체관람가,코미디,애스크 해쎌바르크,0,1,0,0,0,0,0
254,530,2017,0.0,102,홍콩,15세이상관람가,드라마,한한,0,0,0,0,1,0,0
255,531,2015,0.0,70,미국,청소년관람불가,드라마,블라디미르 드 퐁트네,0,0,0,0,1,0,1
256,532,2016,92.64,108,스페인,12세이상관람가,드라마,후안 안토니오 바요나,0,1,1,0,0,1,1
257,534,2017,91.56,112,미국,영국,15세이상관람가,에드가 라이트,0,0,0,0,1,1,0
258,535,2017,35.51,110,미국,12세이상관람가,드라마,제임스 폰솔트,0,0,1,0,1,1,0
259,536,2017,0.0,83,미국,독일,미정,리처드 클라우스,0,1,0,0,1,0,0
260,538,2016,95.56,107,미국,영국,캐나다,테일러 셰리던,0,0,0,0,1,0,0
261,539,2017,87.96,115,미국,15세이상관람가,액션,더그 라이만,1,0,0,0,1,0,0
262,540,2017,29.63,98,영국,15세이상관람가,액션,마이클 앱티드,0,0,1,0,1,0,1
263,541,2016,16.67,120,한국,청소년관람불가,스릴러,김광복,0,0,1,0,0,0,1
264,542,2015,0.0,58,중국,전체관람가,애니메이션,정량,0,1,0,0,0,0,0
265,543,2017,61.54,96,한국,15세이상관람가,드라마,조정래,0,1,1,0,1,0,1
266,544,2017,12.5,98,한국,15세이상관람가,코미디,송창용,0,1,1,0,1,0,0
267,545,2016,0.0,102,홍콩,15세이상관람가,액션,오품유,0,0,1,0,0,0,0
268,547,2017,66.67,24,한국,12세이상관람가,드라마,김수영,0,0,0,0,1,0,1
269,556,2015,0.0,122,몽골,15세이상관람가,액션,B. 타미르,0,1,1,0,1,0,0
270,557,2016,0.0,83,스페인,스위스,전체관람가,아란차 아기레,0,0,0,0,0,0,0
271,570,2017,69.13,115,일본,12세이상관람가,드라마,츠키카와 쇼,0,1,1,0,1,1,1
272,571,2017,49.31,135,미국,15세이상관람가,드라마,알렉산더 페인,0,0,1,0,0,0,0
273,572,2017,0.0,76,한국,미정,다큐멘터리,현영애,0,0,0,0,0,0,0
274,582,2012,0.0,37,한국,청소년관람불가,드라마,이송희일,0,1,1,0,1,0,0
275,583,2012,85.71,32,한국,15세이상관람가,드라마,박선주,0,0,0,0,0,0,0
276,587,2013,0.0,93,러시아,15세이상관람가,액션,알렉세이 페옥티스토프,0,0,0,0,0,0,0
277,588,2016,0.0,98,한국,15세이상관람가,드라마,윤한민,0,1,1,0,1,0,0
278,589,2012,0.0,84,캐나다,15세이상관람가,스릴러,폴 질러,0,0,1,0,0,0,0
279,590,2013,0.0,83,태국,15세이상관람가,스릴러,코르라도 보치아,0,0,1,0,0,0,1
280,591,2017,0.0,102,중국,15세이상관람가,액션,도효,0,0,0,0,0,0,0
