,movie_id,year,rating,running_time,country,age_limit,genre,director,netflix,wavve,tving,disney,watcha,coupang,naver,name,time_unit
0,2,2017,91.11,121,한국,청소년관람불가,액션,강윤성,0,0,0,0,0,1,0,범죄도시,2
1,4,2015,0.0,103,미국,15세이상관람가,액션,나딤 사우마,0,0,1,0,1,0,1,6 웨이 투 다이,1
2,5,2017,0.0,97,미국,15세이상관람가,없음,알렉스 스미스,0,1,1,0,1,0,0,로스트 인 마운틴,1
3,6,2017,0.0,84,미국,청소년관람불가,액션,하미드 토라브푸르,0,1,1,0,1,0,1,좀비 헌터,1
4,7,2016,60.0,90,독일,15세이상관람가,스릴러,마이클 로젤,0,1,1,0,1,0,1,돌로레스,1
5,8,2016,0.0,88,미국,15세이상관람가,공포(호러),자레드 콘,0,1,1,0,0,0,1,늑대소녀,1
6,13,2017,0.0,75,일본,청소년관람불가,스릴러,조조 히데오,0,1,1,0,1,0,0,시수옥:감금된 소녀들 파트1,1
7,14,2017,0.0,76,한국,청소년관람불가,스릴러,이상훈,0,1,0,0,0,0,0,토일렛,1
8,15,2015,0.0,85,영국,15세이상관람가,드라마,스테파니 조알랜드,0,1,1,0,0,0,1,외계 대 침공,1
9,18,2016,40.0,118,인도네시아,청소년관람불가,드라마,키모 스탐보엘,1,0,0,0,0,0,0,헤드샷,1
10,19,2015,0.0,110,캐나다,청소년관람불가,액션,앨런 웅거,1,0,0,0,0,0,0,다이하드 스왓,1
11,21,2017,93.27,95,영국,15세이상관람가,,도로타 코비엘라,0,0,1,0,0,0,0,러빙 빈센트,1
12,23,2017,58.73,114,일본,12세이상관람가,드라마,나루시마 이즈루,0,0,1,0,0,0,0,잠깐만 회사 좀 관두고 올게,1
13,24,2017,60.89,125,한국,15세이상관람가,드라마,정지우,0,0,1,0,0,1,0,침묵,2
14,25,2017,0.0,75,한국,12세이상관람가,드라마,장호준,0,1,0,0,0,0,0,그리다,1
15,27,2016,42.86,113,한국,15세이상관람가,드라마,손태겸,0,0,0,0,0,0,1,아기와 나,1
16,28,2016,0.0,67,한국,12세이상관람가,애니메이션,조종덕,0,0,0,0,1,0,0,우리집 멍멍이 진진과 아키다,1
17,29,2013,0.0,88,캐나다,청소년관람불가,코미디,K. 킹,0,1,1,0,0,0,1,좀비 vs 헌터,1
18,37,2017,88.89,100,한국,12세이상관람가,드라마,김대환,0,1,1,0,0,0,0,초행,1
19,38,2017,0.0,111,한국,12세이상관람가,드라마,진광교,0,0,1,0,0,0,1,내게 남은 사랑을,1
20,39,2016,100.0,133,한국,15세이상관람가,드라마,신연식,0,1,0,0,0,0,0,로마서 8:37,2
21,41,2017,43.9,82,한국,15세이상관람가,드라마,방은진,0,0,1,0,1,1,0,메소드,1
22,42,2015,0.0,84,미국,15세이상관람가,액션,크리스토퍼 레이,0,1,0,0,0,0,0,메가몬스터 샤크,1
23,44,2016,0.0,103,캐나다,15세이상관람가,드라마,조지 멘델룩,0,1,0,0,1,0,1,홀로도모르:우크라이나 대학살,1
24,45,2015,0.0,92,미국,15세이상관람가,액션,이안 카슨,0,0,1,0,0,0,0,저지 캅: 테러 어택,1
25,46,2017,0.0,89,프랑스,15세이상관람가,스릴러,에릭 섬머,0,1,1,0,1,0,0,인페르노 타워,1
26,49,2014,0.0,81,페루,청소년관람불가,공포(호러),프랭크 페레즈-가랜드,0,0,0,0,1,0,0,페이스 오브 데블,1
27,50,2016,18.75,122,이탈리아,12세이상관람가,드라마,쥬세페 토르나토레,0,0,1,0,1,0,0,시크릿 레터,2
28,51,2018,40.92,111,미국,15세이상관람가,액션,스티븐 S. 드나이트,0,1,0,0,0,0,1,퍼시픽 림: 업라이징,1
29,52,2015,15.97,91,한국,15세이상관람가,스릴러,곽경택,1,1,1,0,1,1,0,희생부활자,1
30,53,2017,77.97,121,미국,청소년관람불가,드라마,대런 아로노프스키,0,0,1,0,0,0,0,마더!,2
31,54,2017,0.0,110,미국,12세이상관람가,,루시 워커,0,0,1,0,0,0,0,부에나 비스타 소셜 클럽2: 아디오스,1
32,55,2017,93.53,101,미국,12세이상관람가,드라마,마크 웹,0,1,1,0,0,0,1,어메이징 메리,1
33,56,2015,0.0,84,한국,12세이상관람가,멜로/로맨스,임왕태,0,0,1,0,0,0,0,가을 우체국,1
34,57,2017,61.29,83,한국,15세이상관람가,드라마,임태규,0,1,0,0,0,0,0,폭력의 씨앗,1
35,59,2017,82.39,96,미국,15세이상관람가,스릴러,크리스토퍼 B. 랜던,0,1,0,0,0,0,0,해피 데스데이,1
36,62,2017,73.58,92,미국,15세이상관람가,스릴러,트레이 에드워드 슐츠,0,0,0,0,1,0,0,잇 컴스 앳 나잇,1
37,63,2016,0.0,76,이스라엘,15세이상관람가,액션,탈 골드버그,0,1,1,0,1,0,1,로봇 사용설명서,1
38,65,2017,74.66,131,한국,12세이상관람가,멜로/로맨스,이장훈,1,1,1,0,1,1,1,지금 만나러 갑니다,2
39,67,2017,0.0,90,캐나다,15세이상관람가,액션,모로 보렐리,0,1,1,0,1,0,0,더 리콜,1
40,68,2015,0.0,95,미국,15세이상관람가,액션,A. 토드 스미스,0,1,0,0,1,0,0,미씨카: 더 네크로맨서,1
41,73,2016,80.0,114,브라질,15세이상관람가,드라마,휴고 프라타,0,1,1,0,1,0,1,엘리스 헤지나,1
42,74,2016,0.0,92,캐나다,15세이상관람가,드라마,필립 로드리게즈,0,0,1,0,0,0,0,키드냅 시티,1
43,75,2016,87.05,110,일본,12세이상관람가,멜로/로맨스,미키 타카히로,1,1,1,0,1,0,1,"나는 내일, 어제의 너와 만난다",1
44,82,2017,87.88,127,일본,12세이상관람가,드라마,오기가미 나오코,0,1,1,0,1,0,0,그들이 진심으로 엮을 때,2
45,84,2015,0.0,75,노르웨이,전체관람가,코미디,라스무스 A. 실버르센,0,1,0,0,1,0,0,배저로와 친구들: 신비한 모험,1
46,85,2017,42.11,89,미국,15세이상관람가,드라마,마크 웹,1,0,0,0,0,0,0,리빙보이 인 뉴욕,1
47,86,2016,0.0,103,중국,15세이상관람가,코미디,메이 천,0,0,1,0,0,0,0,몽키킹 VS 구미호 대결전,1
48,87,2017,48.98,118,미국,청소년관람불가,드라마,드레이크 도리머스,1,0,0,0,0,0,0,뉴니스,1
49,89,2016,0.0,99,미국,청소년관람불가,액션,우베 볼,0,1,0,0,1,0,1,램페이지3: 백악관 심판의 날,1
50,96,2016,0.0,97,스페인,15세이상관람가,액션,하이메 팔레로,0,0,0,0,0,0,1,더 벙커: 프로젝트 12,1
51,101,2016,80.0,123,일본,전체관람가,드라마,요시다 야스히로,0,0,0,0,1,0,0,해피 버스데이,2
52,102,2017,0.0,64,미국,전체관람가,가족,제이미 미첼,0,1,0,0,0,0,0,리틀 프린세스 소피아 : 신비한 섬,1
53,103,2017,47.62,101,미국,전체관람가,코미디,찰리 빈,1,0,0,0,0,1,0,레고 닌자고 무비,1
54,104,2017,0.0,103,한국,전체관람가,드라마,김성호,0,0,0,0,1,0,0,엄마의 공책,1
55,105,2017,0.0,7,한국,전체관람가,드라마,박상균,0,0,0,0,1,0,0,한수탕,0
56,109,2017,0.0,18,한국,12세이상관람가,드라마,배채윤,0,0,0,0,1,0,0,마리아들,0
57,111,2017,16.67,16,한국,15세이상관람가,드라마,최지원,0,0,0,0,1,0,0,그리울 연,0
58,115,2017,0.0,15,한국,청소년관람불가,드라마,헬레나 로렌티아,0,0,0,0,1,0,0,치티드,0
59,120,2017,0.0,32,한국,15세이상관람가,스릴러,방형석,0,0,0,0,1,0,0,장마,0
60,121,2017,0.0,19,한국,12세이상관람가,드라마,문준하,0,0,0,0,1,0,0,대화,0
61,126,2015,0.0,23,한국,12세이상관람가,드라마,윤형철,0,0,0,0,1,0,0,하얀 원피스를 입은 소녀,0
62,130,2017,0.0,12,한국,12세이상관람가,드라마,고훈,0,0,0,0,1,0,0,신혼여행,0
63,135,2017,50.0,112,미국,12세이상관람가,드라마,스티븐 프리어즈,0,1,0,0,0,0,1,빅토리아 & 압둘,1
64,136,2017,91.46,119,한국,12세이상관람가,드라마,김현석,0,1,1,0,1,0,0,아이 캔 스피크,1
65,137,2017,73.25,110,한국,12세이상관람가,멜로/로맨스,이석근,1,1,1,0,1,1,1,너의 결혼식,1
66,139,2016,70.0,123,독일,15세이상관람가,드라마,크리스찬 슈뵈초브,0,1,1,0,1,0,0,파울라,2
67,140,2017,0.0,120,중국,15세이상관람가,드라마,루양,0,1,1,0,1,0,0,수춘도 2: 수라전장,2
68,145,2017,89.62,139,한국,15세이상관람가,드라마,황동혁,0,0,1,0,1,1,1,남한산성,2
69,146,2016,0.0,105,한국,청소년관람불가,드라마,손현우,0,0,0,0,1,0,0,이수아,1
70,147,2017,61.54,109,한국,15세이상관람가,스릴러,장항준,1,0,0,0,0,1,0,기억의 밤,1
71,149,2016,0.0,101,미국,15세이상관람가,,스티븐 세인버그,0,0,0,0,0,0,1,파괴자들,1
72,151,2017,0.0,126,일본,12세이상관람가,멜로/로맨스,후카가와 요시히로,0,0,1,0,0,0,0,사쿠라다 리셋 –후편-,2
73,152,2017,0.0,104,일본,12세이상관람가,멜로/로맨스,후카가와 요시히로,0,0,1,0,0,0,0,사쿠라다 리셋 –전편-,1
74,154,2015,0.0,97,홍콩,12세이상관람가,드라마,베니 라우,0,0,1,0,1,0,1,내 사랑 왕가흔,1
75,160,2016,0.0,101,스페인,15세이상관람가,스릴러,이나키 도론소로,0,1,0,0,1,0,0,플랜 비,1
76,162,2016,0.0,95,중국,12세이상관람가,코미디,추헌,0,1,1,0,1,0,1,귀엽거나 미치거나,1
77,164,2017,72.22,107,일본,12세이상관람가,어드벤처(모험),이시즈카 아츠코,0,0,0,0,1,0,0,노 게임 노 라이프 -제로-,1
78,166,2020,48.11,100,한국,15세이상관람가,액션,최재훈,1,1,1,0,0,1,0,검객,1
79,167,2017,10.0,98,한국,12세이상관람가,코미디,김성욱,0,0,0,0,1,0,0,이웃집 스타,1
80,168,2017,62.87,141,미국,청소년관람불가,,매튜 본,0,0,0,1,0,0,0,킹스맨: 골든 서클,2
81,169,2016,96.67,92,미국,전체관람가,,로저 로스 윌리엄스,0,1,1,0,1,0,0,인생을 애니메이션처럼,1
82,172,2017,89.47,85,한국,12세이상관람가,다큐멘터리,이승문,0,0,1,0,1,0,0,땐뽀걸즈,1
83,179,2017,88.89,85,한국,전체관람가,다큐멘터리,진모영,0,0,1,0,1,0,0,올드마린보이,1
84,180,2017,30.77,104,한국,12세이상관람가,드라마,윤재호,0,1,1,0,1,0,1,뷰티풀 데이즈,1
85,183,2017,66.67,105,네덜란드,12세이상관람가,어드벤처(모험),데니스 보츠,0,0,1,0,0,0,0,스톰: 위대한 여정,1
86,184,2017,43.48,112,미국,15세이상관람가,액션,마이클 쿠에스타,0,1,1,0,0,0,0,어쌔신: 더 비기닝,1
87,194,2016,44.44,111,미국,12세이상관람가,,마크 윌리엄스,0,1,1,0,0,0,0,타임 투게더,1
88,198,2017,33.33,114,한국,12세이상관람가,드라마,조영준,0,1,1,0,1,0,0,채비,1
89,202,2017,100.0,87,한국,12세이상관람가,다큐멘터리,박배일,0,1,0,0,0,0,0,소성리,1
90,203,2017,78.72,100,미국,15세이상관람가,드라마,마이클 알메레이다,0,0,1,0,0,0,0,당신과 함께한 순간들,1
91,204,2017,80.0,108,중국,15세이상관람가,액션,양뢰,0,1,1,0,1,0,0,교주전: 천공의 눈,1
92,206,2017,37.57,102,한국,12세이상관람가,코미디,장유정,0,0,1,0,1,1,0,부라더,1
93,211,2016,0.0,94,영국,15세이상관람가,액션,사이먼 웨스트,0,0,1,0,1,0,0,스트라튼,1
94,212,2013,0.0,79,미국,12세이상관람가,액션,릭 로젠탈,0,0,0,0,1,0,0,드론: 미래전쟁,1
95,215,2016,0.0,99,프랑스,15세이상관람가,드라마,나단 엠브로시오니,0,1,1,0,1,0,0,침묵살인,1
96,216,2015,0.0,108,네덜란드,15세이상관람가,드라마,니콜 반 킬스돈크,0,1,0,0,0,0,0,시간을 달려서,1
97,217,2015,5.56,102,한국,15세이상관람가,액션,김홍선,0,0,1,0,1,1,1,역모 - 반란의 시대,1
98,218,2018,23.0,97,한국,12세이상관람가,드라마,조원희,0,0,0,0,0,1,0,원더풀 고스트,1
99,220,2018,60.58,115,한국,15세이상관람가,범죄,박누리,1,1,1,0,1,1,1,돈,1
100,221,2017,100.0,15,한국,미정,드라마,김나경,0,0,0,0,1,0,0,내 차례,0
101,226,2017,0.0,93,한국,12세이상관람가,다큐멘터리,박문칠,0,1,1,0,0,0,0,파란나비효과,1
102,227,2017,0.0,61,한국,전체관람가,다큐멘터리,김희철,0,1,1,0,0,0,0,이중섭의 눈,1
103,231,2016,7.69,113,한국,청소년관람불가,드라마,이승원,0,0,1,0,1,0,0,해피뻐스데이,1
104,233,2017,37.5,119,일본,전체관람가,드라마,세타 나츠키,0,0,0,0,1,0,0,파크,1
105,234,2017,87.14,102,미국,12세이상관람가,드라마,마이크 화이트,0,0,1,0,0,0,0,"괜찮아요, 미스터 브래드",1
106,235,2017,89.94,71,한국,15세이상관람가,드라마,문소리,0,1,1,0,1,0,1,여배우는 오늘도,1
107,237,2017,94.57,130,태국,15세이상관람가,스릴러,나타우트 푼프리야,1,0,0,0,1,0,0,배드 지니어스,2
108,241,2017,32.27,139,한국,청소년관람불가,드라마,우민호,1,0,0,0,0,0,0,마약왕,2
109,242,2017,57.92,112,한국,청소년관람불가,드라마,이환,1,1,1,0,1,0,1,박화영,1
110,244,2016,95.28,93,미국,전체관람가,다큐멘터리,맷 슈레이더,0,0,1,0,0,0,0,스코어 : 영화음악의 모든 것,1
111,246,2017,39.87,117,한국,15세이상관람가,범죄,장창원,0,0,1,0,1,1,0,꾼,1
112,247,2017,83.75,108,한국,15세이상관람가,드라마,이동은,0,1,1,0,1,0,1,당신의 부탁,1
113,251,2017,52.25,110,한국,15세이상관람가,스릴러,김홍선,1,1,0,0,0,0,0,반드시 잡는다,1
114,254,2017,84.44,19,한국,15세이상관람가,드라마,정가영,0,0,0,0,1,0,0,조인성을 좋아하세요,0
115,255,2016,14.89,91,한국,청소년관람불가,액션,이안규,1,0,0,0,1,0,0,미옥,1
116,259,2017,35.16,92,미국,청소년관람불가,스릴러,피터 스피어리그,1,1,1,0,0,0,1,직쏘,1
117,260,2017,85.86,139,한국,15세이상관람가,드라마,양우석,1,1,0,0,0,0,0,강철비,2
118,273,2016,85.11,66,프랑스,전체관람가,,클로드 바라스,0,1,0,0,1,0,0,내 이름은 꾸제트,1
119,274,2016,95.29,113,미국,전체관람가,가족,론 클레멘츠,0,0,0,1,0,0,0,모아나,1
120,276,2017,78.87,90,미국,전체관람가,코미디,카일 발다,0,1,0,0,0,0,0,슈퍼배드 3,1
121,278,2017,0.0,57,영국,전체관람가,어드벤처(모험),다라 오코넬,0,1,1,0,1,0,0,바다 탐험대 옥토넛 시즌4: 더 파이널,0
122,286,2017,69.23,48,한국,전체관람가,애니메이션,안재훈,0,0,0,0,1,0,0,소나기,0
123,287,2012,92.23,117,일본,전체관람가,드라마,호소다 마모루,0,1,0,0,1,1,0,늑대아이,1
124,288,2016,90.0,80,일본,미정,없음,마이클 두독 드 비트,0,1,0,0,0,0,1,붉은 거북,1
125,303,2016,87.5,130,일본,12세이상관람가,애니메이션,카타부치 스나오,0,0,0,0,1,0,1,이 세상의 한구석에,2
126,304,2017,28.36,90,일본,15세이상관람가,멜로/로맨스,신보 아키유키,0,1,0,0,1,0,1,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",1
127,305,2017,0.0,93,일본,12세이상관람가,애니메이션,쿄다 토모키,0,1,0,0,1,0,0,교향시편 유레카 세븐 : 하이에볼루션 1,1
128,306,2016,0.0,89,한국,청소년관람불가,스릴러,조성규,0,1,1,0,0,0,0,실종 2,1
129,309,2017,100.0,83,프랑스,전체관람가,애니메이션,벤자민 레너,0,1,0,0,0,0,0,빅 배드 폭스,1
130,321,2015,60.0,106,프랑스,청소년관람불가,드라마,카트린 코르시니,0,1,1,0,1,0,1,썸머타임: 아름다운 계절,1
131,342,2017,81.48,135,프랑스,청소년관람불가,드라마,로빈 캉필로,0,0,0,0,1,0,0,120 BPM,2
132,345,2017,0.0,76,한국,청소년관람불가,드라마,강우,0,1,1,0,1,0,1,롱 타임 노 씨,1
133,346,2017,0.0,110,한국,15세이상관람가,멜로/로맨스,이원영,0,1,1,0,1,0,1,검은여름,1
134,348,2016,75.0,89,캐나다,12세이상관람가,,제라르 배릿,0,1,1,0,1,0,1,브레인 온 파이어,1
135,349,2017,75.0,112,일본,12세이상관람가,드라마,카네시게 아츠시,0,0,1,0,0,0,1,기적: 그 날의 소비토,1
136,350,2017,63.16,80,프랑스,청소년관람불가,,해리 클레븐,0,1,1,0,0,0,0,나의 엔젤,1
137,351,2014,100.0,91,미국,전체관람가,다큐멘터리,존 브루노,0,1,1,0,0,0,0,딥씨 챌린지,1
138,352,2017,16.13,119,미국,미정,없음,토마스 알프레드슨,0,1,1,0,0,0,1,스노우맨,1
139,353,2017,73.58,100,한국,15세이상관람가,다큐멘터리,최진성,1,0,0,0,0,0,0,저수지 게임,1
140,356,2018,60.75,112,한국,12세이상관람가,코미디,이민재,1,1,1,0,0,1,0,기묘한 가족,1
141,371,2016,0.0,103,미국,청소년관람불가,액션,알렉산다르 이비치크,0,1,0,0,1,0,0,콜 오브 듀티: 라스트 워,1
142,375,2017,0.0,90,중국,15세이상관람가,스릴러,메이 천,0,0,1,0,0,0,0,신몽키킹: 여인천국,1
143,381,2016,0.0,79,스페인,청소년관람불가,공포(호러),빅토르 마텔라노,0,0,0,0,1,0,0,뱀파이어 그녀들,1
144,382,2016,0.0,119,미국,12세이상관람가,미스터리,토마스 젤렌,0,0,1,0,1,0,1,ISRA 88,1
145,383,2017,91.18,91,캐나다,12세이상관람가,다큐멘터리,아드리안 부이텐후이스,0,0,0,0,1,0,1,아이 앰 히스 레저,1
146,388,2017,41.15,109,미국,12세이상관람가,액션,딘 데블린,1,0,0,0,0,0,0,지오스톰,1
147,389,2016,0.0,117,프랑스,12세이상관람가,없음,위고 젤랭,0,1,1,0,0,0,0,투 이즈 어 패밀리,1
148,390,2017,0.0,80,호주,15세이상관람가,드라마,제럴드 라시오나토,0,1,1,0,1,0,1,케이지 다이브,1
149,391,2017,67.86,121,일본,전체관람가,드라마,카와이 하야토,0,1,1,0,0,0,1,치어 댄스,2
150,393,2016,93.55,106,스페인,15세이상관람가,스릴러,오리올 파울로,1,1,1,0,1,0,1,인비저블 게스트,1
151,395,2016,21.05,91,캐나다,청소년관람불가,드라마,에이프릴 뮬렌,0,0,0,0,1,0,0,빌로우 허,1
152,396,2016,45.45,90,미국,미정,다큐멘터리,존 구옌,0,0,0,0,1,0,0,데이빗 린치: 아트 라이프,1
153,412,2017,81.45,148,한국,청소년관람불가,드라마,이창동,1,1,1,0,1,1,1,버닝,2
154,413,2017,37.98,120,미국,12세이상관람가,액션,잭 스나이더,1,0,0,0,0,1,0,저스티스 리그,2
155,414,2016,50.0,94,미국,미정,없음,베네딕트 앤드류스,0,0,1,0,1,0,0,블랙버드,1
156,427,2017,48.48,107,한국,15세이상관람가,드라마,이광국,0,0,1,0,1,1,1,호랑이보다 무서운 겨울손님,1
157,436,2017,89.39,163,미국,미정,없음,드니 빌뇌브,0,0,0,0,1,1,0,블레이드 러너 2049,2
158,440,2019,62.5,101,한국,전체관람가,드라마,이인의,0,1,1,0,1,0,0,관계의 가나다에 있는 우리는,1
159,443,2017,91.97,102,한국,15세이상관람가,드라마,전고운,1,1,0,0,1,0,0,소공녀,1
160,444,2012,0.0,74,브라질,청소년관람불가,드라마,루이즈 볼로네지,0,0,0,0,1,0,0,리우 2096,1
161,450,2017,86.34,104,미국,12세이상관람가,드라마,마이클 그레이시,0,0,0,1,0,0,0,위대한 쇼맨,1
162,459,2017,95.33,130,미국,12세이상관람가,액션,타이카 와이티티,0,0,0,1,0,0,0,토르: 라그나로크,2
163,465,2015,0.0,82,미국,청소년관람불가,드라마,팀 맥칸,0,0,0,0,1,0,0,애프터매스,1
164,470,2016,0.0,88,프랑스,미정,없음,르노 페리,0,0,0,0,1,0,0,성 프란치스코,1
165,472,2016,80.0,109,한국,12세이상관람가,다큐멘터리,한영희,0,1,1,0,0,0,0,안녕 히어로,1
166,480,2017,90.94,113,한국,15세이상관람가,가족,김의석,0,0,1,0,1,1,1,죄 많은 소녀,1
167,489,2017,80.0,104,미국,12세이상관람가,드라마,코고나다,0,0,1,0,1,0,1,콜럼버스,1
168,493,2016,91.45,115,캐나다,12세이상관람가,,에이슬링 월쉬,1,0,0,0,1,0,0,내 사랑,1
169,495,2017,82.38,109,한국,12세이상관람가,다큐멘터리,이창재,0,0,1,0,1,0,0,노무현입니다,1
170,496,2017,93.33,85,한국,12세이상관람가,다큐멘터리,김재환,0,1,1,0,0,0,0,미스 프레지던트,1
171,503,2017,25.0,88,일본,전체관람가,액션,모토나가 케이타로,0,1,1,0,1,0,0,디지몬 어드벤처 트라이 제5장: 공생,1
172,516,2016,84.93,70,한국,12세이상관람가,드라마,김종관,0,1,1,0,1,0,0,더 테이블,1
173,517,2016,62.85,118,한국,15세이상관람가,스릴러,원신연,1,1,1,0,1,1,0,살인자의 기억법,1
174,521,2015,0.0,94,카자흐스탄,15세이상관람가,액션,아칸 사타예브,0,1,1,0,0,0,1,해결사,1
175,523,2017,0.0,91,영국,15세이상관람가,액션,필립 토드,0,1,1,0,1,0,0,퍼스트 킹 왕의 탄생,1
176,524,2017,0.0,100,미국,15세이상관람가,액션,안토니 스미스,0,1,1,0,1,0,1,킹 아서: 엑스칼리버의 부활,1
177,525,2016,0.0,90,미국,15세이상관람가,드라마,데니스 호,0,1,1,0,1,0,1,초능력자 제레미,1
178,528,2016,0.0,84,덴마크,전체관람가,코미디,애스크 해쎌바르크,0,1,0,0,0,0,0,앤트보이: 최후의 대결,1
179,530,2017,0.0,102,홍콩,15세이상관람가,드라마,한한,0,0,0,0,1,0,0,승풍파랑,1
180,531,2015,0.0,70,미국,청소년관람불가,드라마,블라디미르 드 퐁트네,0,0,0,0,1,0,1,메모리아,1
181,532,2016,92.64,108,스페인,12세이상관람가,드라마,후안 안토니오 바요나,0,1,1,0,0,1,1,몬스터 콜,1
182,534,2017,91.56,112,미국,15세이상관람가,,에드가 라이트,0,0,0,0,1,1,0,베이비 드라이버,1
183,535,2017,35.51,110,미국,12세이상관람가,드라마,제임스 폰솔트,0,0,1,0,1,1,0,더 서클,1
184,536,2017,0.0,83,미국,미정,미정,리처드 클라우스,0,1,0,0,1,0,0,리틀 뱀파이어,1
185,538,2016,95.56,107,미국,미정,없음,테일러 셰리던,0,0,0,0,1,0,0,윈드 리버,1
186,539,2017,87.96,115,미국,15세이상관람가,액션,더그 라이만,1,0,0,0,1,0,0,아메리칸 메이드,1
187,540,2017,29.63,98,영국,15세이상관람가,액션,마이클 앱티드,0,0,1,0,1,0,1,스파이 게임,1
188,541,2016,16.67,120,한국,청소년관람불가,스릴러,김광복,0,0,1,0,0,0,1,사월의 끝,2
189,542,2015,0.0,58,중국,전체관람가,애니메이션,정량,0,1,0,0,0,0,0,부니베어: 나무 도둑의 습격,0
190,543,2017,61.54,96,한국,15세이상관람가,드라마,조정래,0,1,1,0,1,0,1,"귀향, 끝나지 않은 이야기",1
191,544,2017,12.5,98,한국,15세이상관람가,코미디,송창용,0,1,1,0,1,0,0,구세주: 리턴즈,1
192,545,2016,0.0,102,홍콩,15세이상관람가,액션,오품유,0,0,1,0,0,0,0,경심파,1
193,547,2017,66.67,24,한국,12세이상관람가,드라마,김수영,0,0,0,0,1,0,1,능력소녀,0
194,556,2015,0.0,122,몽골,15세이상관람가,액션,B. 타미르,0,1,1,0,1,0,0,일급기밀,2
195,570,2017,69.13,115,일본,12세이상관람가,드라마,츠키카와 쇼,0,1,1,0,1,1,1,너의 췌장을 먹고 싶어,1
196,571,2017,49.31,135,미국,15세이상관람가,드라마,알렉산더 페인,0,0,1,0,0,0,0,다운사이징,2
197,582,2012,0.0,37,한국,청소년관람불가,드라마,이송희일,0,1,1,0,1,0,0,"지난 여름, 갑자기",0
198,588,2016,0.0,98,한국,15세이상관람가,드라마,윤한민,0,1,1,0,1,0,0,그렌델,1
199,589,2012,0.0,84,캐나다,15세이상관람가,스릴러,폴 질러,0,0,1,0,0,0,0,타임트랩 워,1
200,590,2013,0.0,83,태국,15세이상관람가,스릴러,코르라도 보치아,0,0,1,0,0,0,1,방콕 크리미널,1
201,592,2017,0.0,101,중국,15세이상관람가,드라마,도효,0,0,1,0,1,0,1,소림사 2017: 7인의 고수,1
202,593,2017,0.0,101,중국,15세이상관람가,드라마,도효,0,0,0,0,1,0,1,소림사: 고수의 길,1
203,623,2015,0.0,53,일본,청소년관람불가,공포(호러),마츠모토 료,0,1,1,0,1,0,1,잠 못드는 공포이야기,0
204,633,2013,0.0,84,미국,15세이상관람가,스릴러,티보 타칵스,0,0,1,0,0,0,0,인크레더블 스파이더,1
205,639,2016,75.0,105,홍콩,15세이상관람가,드라마,팽수혜,0,0,1,0,1,0,1,나의 서른에게,1
206,641,2017,0.0,138,일본,12세이상관람가,드라마,오오토모 케이시,0,1,1,0,1,0,1,3월의 라이온 전편,2
207,645,2016,0.0,109,일본,전체관람가,드라마,요시다 테루유키,0,0,0,0,1,0,0,질풍론도,1
208,647,2016,0.0,83,영국,15세이상관람가,스릴러,크리스 리딩,0,0,0,0,1,0,1,콜로니: 인류 최후의 날,1
209,648,2017,83.33,110,일본,12세이상관람가,멜로/로맨스,카와무라 타이스케,0,1,1,0,1,0,1,오늘의 키라군,1
210,650,2017,39.51,128,한국,청소년관람불가,액션,박훈정,0,1,1,0,1,1,0,브이아이피,2
211,653,2013,63.64,105,영국,청소년관람불가,드라마,데이빗 맥킨지,0,1,1,0,1,0,1,스타드 업,1
212,659,2017,0.0,107,한국,12세이상관람가,드라마,권중목,0,0,1,0,1,0,0,오아시스 세탁소,1
213,662,2016,90.0,127,프랑스,미정,없음,크리스티안 문주,0,0,1,0,0,0,0,엘리자의 내일,2
214,663,2016,0.0,103,프랑스,15세이상관람가,,질스 마챈드,0,0,1,0,0,0,0,검은 숲 속으로,1
215,664,2016,84.97,130,독일,미정,없음,폴 버호벤,0,0,0,0,1,0,0,엘르,2
216,692,2016,91.67,123,미국,12세이상관람가,,제프 니콜스,0,0,0,0,0,0,1,러빙,2
217,693,2016,87.5,116,미국,청소년관람불가,드라마,톰 포드,0,1,0,0,1,0,0,녹터널 애니멀스,1
218,709,2017,0.0,80,독일,전체관람가,어드벤처(모험),테레사 스트로젝,0,0,0,0,1,0,0,꼬마돼지 베이브의 대모험,1
219,710,2017,86.65,120,미국,12세이상관람가,드라마,봉준호,1,0,0,0,0,0,0,옥자,2
220,722,2016,85.71,103,영국,12세이상관람가,드라마,로저 스포티스우드,1,1,1,0,1,0,1,"내 어깨 위 고양이, 밥",1
221,726,2016,0.0,75,미국,15세이상관람가,드라마,민할 베이그,0,0,0,0,1,0,0,원 나잇,1
222,728,2016,0.0,105,미국,청소년관람불가,스릴러,로버트 해밀턴,0,1,0,0,1,0,0,기묘: 비밀의 집,1
223,731,2017,0.0,99,남아프리카공화국,15세이상관람가,SF,그랜트 험프리스,0,1,1,0,1,0,1,테이크다운어스,1
224,732,2016,0.0,90,영국,15세이상관람가,액션,찰스 바커,0,1,1,0,0,0,1,로그온 배틀그라운드,1
225,741,2017,0.0,60,일본,전체관람가,어드벤처(모험),히라바야시 이사무,0,0,0,0,1,0,0,호비와 무지개 오아시스 대모험,1
226,742,2016,66.67,94,프랑스,12세이상관람가,드라마,라시드 드자이다니,0,0,1,0,1,0,1,파리 투 마르세유: 2주간의 여행,1
